publish,ID,type_01,@icon,@icon_bg,@divider,initiative,name,variant,cd_duration,@effect_01,@effect_02,major,@spending_icon_01,spending_text_01,@spending_icon_02,spending_text_02,@spending_icon_03,spending_text_03,minor
x,a397,Defense,/images/knightsrush-icon.png,/images/knightsrush-icon-bg.png,/images/betavariant-divider.png,1,Knight's Rush,Beta Variant,5,/images/interrupt.png,,"Melee attack, add (Power Die) (Enhancement Die).  ##Interrupt(end_int) Move (4) in a straight or diagonal line.  Melee Attack, add (Enhancement  Die).",/images/plus-icon.png,"During this round, that enemy will prioritize you as their target if possible.",/images/plus-icon.png,Cause Knockback (2).,,,"Attack, add (Blessing Die)  OR  Move (4) in a straight or diagonal line."
x,a398,Defense,/images/defensiveposture-icon.png,/images/defensiveposture-icon-bg.png,/images/basicvariant-divider.png,4,Defensive Posture,Basic Variant,3,/images/ongoing-effect.png,,"##Ongoing(end_on) Whenever you would suffer a scratch, you can reduce the duration of this effect by 1 instead and add a token to it.  When the effect ends, put this card on cooldown instead, with a duration equal to the amount of tokens on it.",,,,,,,Suffer Stun (2). Gain +1 Power to all defense rolls this round.
x,a399,Defense,/images/defensiveposture-icon.png,/images/defensiveposture-icon-bg.png,/images/alphavariant-divider.png,1,Defensive Posture,Alpha Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on) Whenever you would suffer a scratch, you can increase the duration of this effect by 1 instead. If it would reach a duration of 6 (six), you have to put it on cooldown 5 immediately and may perform a free melee attack, adding (Power Die).",,,,,,,Suffer Stun (2). Gain +1 Power to all defense rolls this round.
x,a400,Defense,/images/defensiveposture-icon.png,/images/defensiveposture-icon-bg.png,/images/betavariant-divider.png,4,Defensive Posture,Beta Variant,4,/images/interrupt.png,,"##Interrupt(end_int)  Before rolling for your defense, guess the amount of raw power that you will roll.  If your guess is correct, your defense counts as having a critical result (!). If you guessed wrong, the cooldown is 1 instead.",,,,,,,Suffer Stun (2). Gain +1 Power to all defense rolls this round.
x,a401,Ranged,/images/trickshot-icon.png,/images/trickshot-icon-bg.png,/images/basicvariant-divider.png,5,Trick Shot,Basic Variant,4,,,"Target a model within range 5. You may then perform a ranged attack as if you had that model's position, adding (Enhancement Die).",/images/doubleplus-icon.png,Hit one additional enemy within range (from the targeted model's position).,/images/plus-icon.png,Cause Dazed.,,,Ranged Attack (gain +2 range).
x,a402,Ranged,/images/trickshot-icon.png,/images/trickshot-icon-bg.png,/images/alphavariant-divider.png,5,Trick Shot,Alpha Variant,4,,,"Target a model within range 5. Optionally, you may target another model within range 4 of that model.  You may then perform a ranged attack as if you had either of the two models' positions, adding (Enhancement Die).",/images/doubleplus-icon.png,Immediately add (Power Die) to the roll. You may use this spending option repeatedly.,/images/plus-icon.png,Cause Dazed or Stun.,,,Ranged Attack (gain +2 range).
x,a403,Ranged,/images/trickshot-icon.png,/images/trickshot-icon-bg.png,/images/betavariant-divider.png,3,Trick Shot,Beta Variant,2,/images/interrupt.png,,"##Interrupt(end_int)  Before performing any other ability that lets you perform ranged attacks, you may target a model within range 5. You may then perform the ranged attack(s) in question as if you had that model's position instead.",,,,,,,Ranged Attack (gain +2 range).
x,a404,Defense,/images/aegis-icon.png,/images/aegis-icon-bg.png,/images/basicvariant-divider.png,6,Aegis,Basic Variant,3,,,"Melee attack, add (Enhancement Die).  You may use the below spending options only if you wear a shield.",/images/plus-icon.png,Add (Enhancement Die) to any one defense roll this round (decide before rolling).,/images/plus-icon.png,Cause Dazed.,,,"Melee attack with your shield, add (Blessing Die). If you deal a wound, perform a melee attack with your other equipped weapon."
x,a405,Defense,/images/aegis-icon.png,/images/aegis-icon-bg.png,/images/alphavariant-divider.png,6,Aegis,Alpha Variant,2,,,"Melee attack, add (Enhancement Die).  You may use the below spending options only if you wear a shield.",/images/plus-icon.png,"Pull (3) on a single ally. If they become / are adjacent, they can use your defense dice pool on their next defense this round instead.",/images/plus-icon.png,Add (Enhancement Die) to any one defense roll this round (decide before rolling).,/images/plus-icon.png,Cause Dazed.,"Melee attack with your shield, add (Blessing Die). If you deal a wound, perform a melee attack with your other equipped weapon."
x,a406,Defense,/images/aegis-icon.png,/images/aegis-icon-bg.png,/images/betavariant-divider.png,6,Aegis,Beta Variant,4,/images/ongoing-effect.png,,"##Ongoing(end_on)  After determining a defense roll, you may put a special token on your equipped shield until the end of the round.  The shield cannot be used nor unequipped as long as it has the token, but you add Power equal to half the current initiative step (round up).",,,,,,,"During one defense roll this round (after rolling), you may add a Wear token to your equipped shield to add +3 Power."
x,a407,Attack,/images/execution-icon.png,/images/execution-icon-bg.png,/images/basicvariant-divider.png,2,Execution,Basic Variant,5,/images/interrupt.png,,"##Interrupt(end_int) Attack.  Add (Enhancement Die) if the enemy already suffered 50% or more of its maximum wounds.  If the enemy survives, it performs a free attack, preferring you as its target if possible.",/images/plus-icon.png,+1 Power.,,,,,Attack. Add (Enhancement Die) if the enemy already suffered 50% or more of its maximum wounds.
x,a408,Attack,/images/execution-icon.png,/images/execution-icon-bg.png,/images/alphavariant-divider.png,2,Execution,Alpha Variant,5,/images/interrupt.png,,"##Interrupt(end_int) Attack.  Add (Enhancement Die) (Blessing Die) if the enemy already suffered 50% or more of its maximum wounds.  If the enemy survives, it performs a free attack, preferring you as its target if possible.",/images/doubleplus-icon.png,"After resolving the ability, you may repeat it (only once per round).",/images/plus-icon.png,+1 Power.,,,Attack. Add (Enhancement Die) if the enemy already suffered 50% or more of its maximum wounds.
x,a409,Attack,/images/execution-icon.png,/images/execution-icon-bg.png,/images/betavariant-divider.png,2,Execution,Beta Variant,5,/images/interrupt.png,,"##Interrupt(end_int) Attack.  Add (Power Die) if the enemy is 2 or less wounds away from defeat.  If the enemy survives, it performs a free attack, preferring you as its target if possible.",/images/plus-icon.png,"If the target dies, you may force each enemy within range 3 of it to Retreat (4) and suffer Dazed.",/images/plus-icon.png,+2 Power.,,,Attack. Add (Enhancement Die) if the enemy already suffered 50% or more of its maximum wounds.
x,a410,Meta,/images/braceforimpact-icon.png,/images/braceforimpact-icon-bg.png,/images/basicvariant-divider.png,6,Brace For Impact,Basic Variant,4,,,Roll only (Standard Die) (Standard Die) (Standard Die) (Standard Die) and pick the die showing the most raw power.  Then target an ally within range 5. They ignore an amount of scratches this round equal to the power rolled.,,,,,,,Move (2).  Declare an ally within range 5 - they may ignore one scratch this round.
x,a411,Meta,/images/braceforimpact-icon.png,/images/braceforimpact-icon-bg.png,/images/alphavariant-divider.png,6,Brace For Impact,Alpha Variant,4,,,"Roll only (Standard Die) (Standard Die) (Standard Die) (Standard Die) and pick the die showing the most raw power.  Then target two allies within range 5. If either of them suffers scratches this round, you may prevent them, but you can only prevent a total of scratches equal to the power rolled.",,,,,,,Move (2).  Declare an ally within range 5 - they may ignore one scratch this round.
x,a412,Meta,/images/braceforimpact-icon.png,/images/braceforimpact-icon-bg.png,/images/betavariant-divider.png,6,Brace For Impact,Beta Variant,X,/images/ongoing-effect.png,,"##Ongoing(end_on)  When performing this ability, roll (Power Die) (Power Die) and pick the higher result - that will be the duration of this ability (to a minimum of 2).  Whenever an ally within range 5 suffers one or more scratches, you may prevent one, but reduce the duration of this effect by 1.",,,,,,,Move (2).  Declare an ally within range 5 - they may ignore one scratch this round.
x,a413,Spell,/images/dreadfuloffering-icon.png,/images/dreadfuloffering-icon-bg.png,/images/basicvariant-divider.png,2,Dreadful Offering,Basic Variant,2,,,##Spellcasting(1+)  Remove a minion within range 5.  Then perform one of the following options on an ally within range 5 of you (or yourself):  • End one ongoing effect.  • Heal 2 scratches.  • Move (3) (gain Slippery) and reduce one of their cooldowns by 2.,/images/doubleplus-icon.png,"You may perform a second, different option.",,,,,"Immediately end any one ongoing effect that summoned one or more minions. If you do, heal one scratch from yourself."
x,a414,Spell,/images/dreadfuloffering-icon.png,/images/dreadfuloffering-icon-bg.png,/images/alphavariant-divider.png,2,Dreadful Offering,Alpha Variant,2,,,"##Spellcasting(1+)  Remove any amount of minions that you summoned.  For each minion removed, perform one of the following options on an ally within range 5 of you (or yourself):  • End one ongoing effect.  • Heal 2 scratches.  • Move (3) (gain Slippery) and reduce one of their cooldowns by 2.",/images/doubleplus-icon.png,"After resolving the ability, you may instead keep one of the minions, with all scratches healed - place it within range 2.",,,,,"Immediately end any one ongoing effect that summoned one or more minions. If you do, heal one scratch from yourself."
x,a415,Spell,/images/dreadfuloffering-icon.png,/images/dreadfuloffering-icon-bg.png,/images/betavariant-divider.png,6,Dreadful Offering,Beta Variant,5,,,"##Spellcasting(2+)  Remove a minion within range 5.  Then all enemies within range 2 of it suffer damage, using (Standard Die) (Standard Die).",/images/star-icon.png,Add (Power Die) to the damage roll.,/images/plus-icon.png,Increase the area of effect by 1.,/images/plus-icon.png,Add (Blessing Die) to the damage roll.,"Immediately end any one ongoing effect that summoned one or more minions. If you do, heal one scratch from yourself."
x,a416,Meta,/images/fieldsurgery-icon.png,/images/fieldsurgery-icon-bg.png,/images/basicvariant-divider.png,1,Field Surgery,Basic Variant,4,,,Roll only (Enhancement Die) (Blessing Die) (Blessing Die).  The total power is the amount of scratches that you can heal from an adjacent ally. You may use the below spending options on that roll.,/images/plus-icon.png,"Discard one ""Talisman"" to end all negative effects from the target.",/images/plus-icon.png,"Discard one ""Bandage"" or ""Balsamic Bandage"" to heal the target for 3 scratches, and then one wound.",,,"You may cause the armor of yourself or an adjacent ally to suffer Wear. If it suffered Wear, take a ""Bandage"" from the Pile Of Items."
x,a417,Meta,/images/fieldsurgery-icon.png,/images/fieldsurgery-icon-bg.png,/images/alphavariant-divider.png,1,Field Surgery,Alpha Variant,3,,,Heal all scratches or one wound from an adjacent ally.  Then roll only (Power Die). The target suffers Terror with a duration equal to the raw power rolled (no effect is suffered if no power was rolled).,,,,,,,"You may cause the armor of yourself or an adjacent ally to suffer Wear. If it suffered Wear, take a ""Bandage"" from the Pile Of Items."
x,a418,Meta,/images/fieldsurgery-icon.png,/images/fieldsurgery-icon-bg.png,/images/betavariant-divider.png,1,Field Surgery,Beta Variant,5,,,"Heal all scratches & wounds, and end all negative effects from an adjacent ally.  Then they have to discard a random hand card for the remainder of the adventure and suffer Stun (2).",,,,,,,"You may cause the armor of yourself or an adjacent ally to suffer Wear. If it suffered Wear, take a ""Bandage"" from the Pile Of Items."
x,a419,Melee,/images/smash-icon.png,/images/smash-icon-bg.png,/images/basicvariant-divider.png,4,Smash,Basic Variant,5,,,"Melee attack, add (Power Die).",/images/plus-icon.png,"If the above Knockback effect lets the target become adjacent to another enemy, both suffer (Power Die) as damage.",/images/plus-icon.png,Cause Knockback (6) if the enemy is not Bulky. This Knockback effect cannot cause damage.,,,Attack.  Cause Knockback (2) when causing at least one wound.
x,a420,Melee,/images/smash-icon.png,/images/smash-icon-bg.png,/images/alphavariant-divider.png,4,Smash,Alpha Variant,4,,,"Melee attack, add (Power Die).",/images/plus-icon.png,You may assume any position adjacent to your target.,/images/plus-icon.png,"If the above Knockback effect lets the target become adjacent to another enemy, both suffer (Power Die) as damage.",/images/plus-icon.png,Cause Knockback (6) if the enemy is not Bulky. This Knockback effect cannot cause damage.,Attack.  Cause Knockback (2) when causing at least one wound.
x,a421,Melee,/images/smash-icon.png,/images/smash-icon-bg.png,/images/betavariant-divider.png,4,Smash,Beta Variant,3,/images/interrupt.png,,"##Interrupt(end_int)  After dealing at least one wound with a melee attack:  Cause Knockback (6) against the enemy hit, but this effect cannot cause damage and doesn't work against Bulky enemies.",,,,,,,Attack.  Cause Knockback (2) when causing at least one wound.
